address,city,state,zip_code,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country
1134 54TH ST,INDIANAPOLIS,IN,46220,39.85133,-86.139052,1,range_interpolation,1134,E 54th St,Indianapolis,IN,Marion County,46220,US
9250 CRAWFORDSVILLE RD,INDIANAPOLIS,IN,46234,39.817553,-86.326306,1,range_interpolation,9250,Crawfordsville Rd,Indianapolis,IN,Marion County,46234,US
5959 GRANDVIEW DR,INDIANAPOLIS,IN,46228,39.86322,-86.188138,1,range_interpolation,5959,Grandview Dr,Indianapolis,IN,Marion County,46228,US
5340 38TH ST,INDIANAPOLIS,IN,46218,39.825935,-86.078007,1,range_interpolation,5340,38th Ct,Indianapolis,IN,Marion County,46218,US
5327 LADYWOOD KNOLL PL,INDIANAPOLIS,IN,46226,39.849964,-86.08783,1,range_interpolation,5327,Ladywood Knoll Pl,Indianapolis,IN,Marion County,46226,US
952 FORT WAYNE AVE,INDIANAPOLIS,IN,46202,39.778769,-86.151568,0.8,range_interpolation,952,Fort Wayne Ave,Indianapolis,IN,Marion County,46202,US
621 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.758219,-86.146488,1,range_interpolation,621,Virginia Ave,Indianapolis,IN,Marion County,46203,US
417 ABBOTT ST,INDIANAPOLIS,IN,46225,39.758406,-86.165873,1,range_interpolation,417,Abbott St,Indianapolis,IN,Marion County,46225,US
953 INDIANA AVE,INDIANAPOLIS,IN,46202,39.780292,-86.174153,0.8,range_interpolation,953,Indiana Ave,Indianapolis,IN,Marion County,46202,US
1525 RIVERSIDE DR E,INDIANAPOLIS,IN,46202,39.788662,-86.190851,1,range_interpolation,1525,E Riverside Dr,Indianapolis,IN,Marion County,46202,US
921 WEST ST,INDIANAPOLIS,IN,46225,39.743793,-86.167886,0.33,place,,,Indianapolis,IN,Marion County,46225,US
1021 PENNSYLVANIA ST,INDIANAPOLIS,IN,46204,39.781374,-86.155749,1,range_interpolation,1021,Pennsylvania St,Indianapolis,IN,Marion County,46204,US
825 ST CLAIR ST,INDIANAPOLIS,IN,46202,39.784102,-86.163477,1,place,,,Indianapolis,IN,Marion County,46202,US
531 OSCAR ROBERTSON BLVD,INDIANAPOLIS,IN,46202,39.784102,-86.163477,0.33,place,,,Indianapolis,IN,Marion County,46202,US
2213 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752281,-86.123982,1,range_interpolation,2213,Prospect St,Indianapolis,IN,Marion County,46203,US
1131 BATES ST,INDIANAPOLIS,IN,46202,39.762758,-86.139425,1,range_interpolation,1131,Bates St,Indianapolis,IN,Marion County,46202,US
1902 WOODLAWN AVE,INDIANAPOLIS,IN,46203,39.754415,-86.128268,1,range_interpolation,1902,Woodlawn Ave,Indianapolis,IN,Marion County,46203,US
1015 VIRGINIA AVE,INDIANAPOLIS,IN,46203,39.753612,-86.141696,1,range_interpolation,1015,Virginia Ave,Indianapolis,IN,Marion County,46203,US
950 HOSBROOK ST,INDIANAPOLIS,IN,46203,39.755963,-86.142432,1,range_interpolation,950,Hosbrook St,Indianapolis,IN,Marion County,46203,US
1100 MARYLAND ST,INDIANAPOLIS,IN,46202,39.764617,-86.139714,0.8,range_interpolation,1100,W Maryland St,Indianapolis,IN,Marion County,46202,US
251 SUMMIT ST,INDIANAPOLIS,IN,46201,39.762595,-86.131685,1,range_interpolation,251,S Summit St,Indianapolis,IN,Marion County,46201,US
1108 FLETCHER AVE,INDIANAPOLIS,IN,46203,39.758003,-86.139744,1,range_interpolation,1108,Fletcher Ave,Indianapolis,IN,Marion County,46203,US
1540 LEGRANDE AVE,INDIANAPOLIS,IN,46203,39.739002,-86.13359,1,range_interpolation,1540,E Legrande Ave,Indianapolis,IN,Marion County,46203,US
3619 TERRACE AVE,INDIANAPOLIS,IN,46203,39.748868,-86.104105,1,range_interpolation,3619,Terrace Ave,Indianapolis,IN,Marion County,46203,US
3743 PROSPECT ST,INDIANAPOLIS,IN,46203,39.752535,-86.102925,1,range_interpolation,3743,Prospect St,Indianapolis,IN,Marion County,46203,US
3017 VALLEY FARMS RD,INDIANAPOLIS,IN,46214,39.809061,-86.301981,1,range_interpolation,3017,Valley Farms Rd,Indianapolis,IN,Marion County,46214,US
1433 SHERMAN DR,INDIANAPOLIS,IN,46201,39.786522,-86.102091,1,range_interpolation,1433,S Sherman Dr,Indianapolis,IN,Marion County,46201,US
4420 21ST ST,INDIANAPOLIS,IN,46218,39.796333,-86.093418,1,range_interpolation,4420,W 21st St,Indianapolis,IN,Marion County,46218,US
1499 SHERMAN DR,INDIANAPOLIS,IN,46201,39.787415,-86.102095,1,range_interpolation,1499,S Sherman Dr,Indianapolis,IN,Marion County,46201,US
1716 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.767488,-86.130497,1,range_interpolation,1716,Washington St,Indianapolis,IN,Marion County,46201,US
4427 NEW YORK ST,INDIANAPOLIS,IN,46201,39.77201,-86.093544,1,range_interpolation,4427,E New York St,Indianapolis,IN,Marion County,46201,US
958 WASHINGTON ST,INDIANAPOLIS,IN,46202,39.767076,-86.141489,1,range_interpolation,958,Washington St,Indianapolis,IN,Marion County,46202,US
3934 10TH ST,INDIANAPOLIS,IN,46201,39.781576,-86.099837,1,range_interpolation,3934,10th St,Indianapolis,IN,Marion County,46201,US
5068 10TH ST,INDIANAPOLIS,IN,46201,39.781667,-86.084043,1,range_interpolation,5068,10th St,Indianapolis,IN,Marion County,46201,US
1417 NEWMAN ST,INDIANAPOLIS,IN,46201,39.785804,-86.133487,1,range_interpolation,1417,N Newman St,Indianapolis,IN,Marion County,46201,US
1641 MICHIGAN ST,INDIANAPOLIS,IN,46201,39.774166,-86.13189,1,range_interpolation,1641,E Michigan St,Indianapolis,IN,Marion County,46201,US
522 RAYMOND ST,INDIANAPOLIS,IN,46203,39.73731,-86.149151,1,range_interpolation,522,E Raymond St,Indianapolis,IN,Marion County,46203,US
1339 MADISON AVE,INDIANAPOLIS,IN,46225,39.749165,-86.154074,1,range_interpolation,1339,Madison Ave,Indianapolis,IN,Marion County,46225,US
2176 SHELBY ST,INDIANAPOLIS,IN,46203,39.737624,-86.139893,1,range_interpolation,2176,Shelby St,Indianapolis,IN,Marion County,46203,US
901 BEECHER ST,INDIANAPOLIS,IN,46203,39.741532,-86.144617,0.9,range_interpolation,901,E Beecher St,Indianapolis,IN,Marion County,46203,US
1601 EAST ST,INDIANAPOLIS,IN,46225,39.743793,-86.167886,0.33,place,,,Indianapolis,IN,Marion County,46225,US
4900 38TH ST,INDIANAPOLIS,IN,46218,39.825655,-86.086432,1,range_interpolation,4900,38th Ct,Indianapolis,IN,Marion County,46218,US
3904 EMERSON AVE,INDIANAPOLIS,IN,46226,39.827478,-86.083895,1,range_interpolation,3904,Emerson Ave,Indianapolis,IN,Marion County,46226,US
2355 STATION ST,INDIANAPOLIS,IN,46218,39.801468,-86.10391,1,range_interpolation,2355,Station St,Indianapolis,IN,Marion County,46218,US
1733 DR A J BROWN AVE,INDIANAPOLIS,IN,46202,39.775229,-86.181255,0.8,street_center,,South Dr,Indianapolis,IN,Marion County,46202,US
3201 DR A J BROWN AVE,INDIANAPOLIS,IN,46205,39.829397,-86.134374,0.33,place,,,Indianapolis,IN,Marion County,46205,US
2517 EASTERN AVE,INDIANAPOLIS,IN,46218,39.804034,-86.117807,1,range_interpolation,2517,Eastern Ave,Indianapolis,IN,Marion County,46218,US
2815 DEARBORN ST,INDIANAPOLIS,IN,46218,39.807108,-86.111873,1,range_interpolation,2815,S Dearborn St,Indianapolis,IN,Marion County,46218,US
1951 BLOYD AVE,INDIANAPOLIS,IN,46218,39.79473,-86.127387,1,range_interpolation,1951,Bloyd Ave,Indianapolis,IN,Marion County,46218,US
1322 25TH ST,INDIANAPOLIS,IN,46205,39.803505,-86.136639,1,range_interpolation,1322,E 25th St,Indianapolis,IN,Marion County,46205,US
2251 SHELDON ST,INDIANAPOLIS,IN,46218,39.798655,-86.133083,1,range_interpolation,2251,Sheldon St,Indianapolis,IN,Marion County,46218,US
3714 ROOSEVELT AVE,INDIANAPOLIS,IN,46218,39.801246,-86.103782,1,range_interpolation,3714,Roosevelt Ave,Indianapolis,IN,Marion County,46218,US
2028 WINTER AVE,INDIANAPOLIS,IN,46218,39.794944,-86.123307,1,range_interpolation,2028,Winter Ave,Indianapolis,IN,Marion County,46218,US
4043 KEYSTONE AVE,INDIANAPOLIS,IN,46205,39.829102,-86.121628,1,range_interpolation,4043,S Keystone Ave,Indianapolis,IN,Marion County,46205,US
2402 38TH ST,INDIANAPOLIS,IN,46218,39.825477,-86.121696,1,range_interpolation,2402,38th Ct,Indianapolis,IN,Marion County,46218,US
1529 ALABAMA ST,INDIANAPOLIS,IN,46202,39.787799,-86.152189,1,range_interpolation,1529,N Alabama St,Indianapolis,IN,Marion County,46202,US
2209 MERIDIAN ST,INDIANAPOLIS,IN,46208,39.79747,-86.157031,1,range_interpolation,2209,Meridian Ln,Indianapolis,IN,Marion County,46208,US
1927 CAPITOL AVE,INDIANAPOLIS,IN,46202,39.792238,-86.161339,1,range_interpolation,1927,N Capitol Ave,Indianapolis,IN,Marion County,46202,US
1621 BROADWAY ST,INDIANAPOLIS,IN,46202,39.787724,-86.146076,1,range_interpolation,1621,Broadway St,Indianapolis,IN,Marion County,46202,US
2761 55TH PL,INDIANAPOLIS,IN,46220,39.853669,-86.118129,1,range_interpolation,2761,E 55th Pl,Indianapolis,IN,Marion County,46220,US
5601 KEYSTONE AVE,INDIANAPOLIS,IN,46220,39.854858,-86.122112,0.9,range_interpolation,5601,N Keystone Ave,Indianapolis,IN,Marion County,46220,US
1938 46TH ST,INDIANAPOLIS,IN,46205,39.840364,-86.128594,1,range_interpolation,1938,E 46th St,Indianapolis,IN,Marion County,46205,US
3359 RUCKLE ST,INDIANAPOLIS,IN,46205,39.816897,-86.148342,1,range_interpolation,3359,Ruckle St,Indianapolis,IN,Marion County,46205,US
3676 WASHINGTON BLVD,INDIANAPOLIS,IN,46205,39.822918,-86.152252,0.9,range_interpolation,3676,N Washington Blvd,Indianapolis,IN,Marion County,46205,US
3447 WASHINGTON BLVD,INDIANAPOLIS,IN,46205,39.818362,-86.151913,0.9,range_interpolation,3447,N Washington Blvd,Indianapolis,IN,Marion County,46205,US
3363 CENTRAL AVE,INDIANAPOLIS,IN,46205,39.816953,-86.149525,1,range_interpolation,3363,Central Ave,Indianapolis,IN,Marion County,46205,US
517 30TH ST,INDIANAPOLIS,IN,46208,39.809965,-86.168706,1,range_interpolation,517,W 30th St,Indianapolis,IN,Marion County,46208,US
4930 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.842494,-86.25305,1,range_interpolation,4930,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4407 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.835568,-86.245761,1,range_interpolation,4407,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4640 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.838915,-86.24959,1,range_interpolation,4640,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4630 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.83885,-86.249542,1,range_interpolation,4630,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
4619 LAFAYETTE RD,INDIANAPOLIS,IN,46254,39.838949,-86.249242,1,range_interpolation,4619,Lafayette Rd,Indianapolis,IN,Marion County,46254,US
1202 LYNHURST DR,INDIANAPOLIS,IN,46241,39.758933,-86.248045,0.27,place,,,Lynhurst,IN,Marion County,46241,US
648 TAFT AVE,INDIANAPOLIS,IN,46241,39.756903,-86.235762,1,range_interpolation,648,S Taft Ave,Indianapolis,IN,Marion County,46241,US
3801 MORRIS ST,INDIANAPOLIS,IN,46241,39.750075,-86.225265,1,range_interpolation,3801,W Morris St,Indianapolis,IN,Marion County,46241,US
3847 WASHINGTON ST,INDIANAPOLIS,IN,46241,39.75982,-86.226906,1,range_interpolation,3847,Washington St,Indianapolis,IN,Marion County,46241,US
1704 LYNHURST DR,INDIANAPOLIS,IN,46241,39.758933,-86.248045,0.27,place,,,Lynhurst,IN,Marion County,46241,US
2001 TIBBS AVE,INDIANAPOLIS,IN,46241,39.735169,-86.215755,1,range_interpolation,2001,Tibbs Ave,Indianapolis,IN,Marion County,46241,US
817 TIBBS AVE,INDIANAPOLIS,IN,46241,39.755361,-86.215926,1,range_interpolation,817,Tibbs Ave,Indianapolis,IN,Marion County,46241,US
1302 BEDFORD ST,INDIANAPOLIS,IN,46221,39.748855,-86.204144,1,range_interpolation,1302,Bedford St,Indianapolis,IN,Marion County,46221,US
864 HOLMES AVE,INDIANAPOLIS,IN,46221,39.755013,-86.20538,1,range_interpolation,864,S Holmes Ave,Indianapolis,IN,Marion County,46221,US
2313 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.765677,-86.200933,1,range_interpolation,2313,Washington St,Indianapolis,IN,Marion County,46222,US
2330 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.765997,-86.2008,1,range_interpolation,2330,Washington St,Indianapolis,IN,Marion County,46222,US
747 KETCHAM ST,INDIANAPOLIS,IN,46222,39.777035,-86.208482,1,range_interpolation,747,Ketcham St,Indianapolis,IN,Marion County,46222,US
2447 16TH ST,INDIANAPOLIS,IN,46222,39.787829,-86.202159,1,range_interpolation,2447,W 16th St,Indianapolis,IN,Marion County,46222,US
926 TRAUB AVE,INDIANAPOLIS,IN,46222,39.779285,-86.196045,0.9,range_interpolation,926,N Traub Ave,Indianapolis,IN,Marion County,46222,US
726 HOLMES AVE,INDIANAPOLIS,IN,46222,39.77694,-86.20537,1,range_interpolation,726,N Holmes Ave,Indianapolis,IN,Marion County,46222,US
2611 MICHIGAN ST,INDIANAPOLIS,IN,46222,39.774477,-86.2039,1,range_interpolation,2611,Michigan Rd,Indianapolis,IN,Marion County,46222,US
2302 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.766023,-86.200595,1,range_interpolation,2302,Washington St,Indianapolis,IN,Marion County,46222,US
3434 GARDEN AVE,INDIANAPOLIS,IN,46222,39.778178,-86.216679,1,range_interpolation,3434,Garden Ave,Indianapolis,IN,Marion County,46222,US
3435 16TH ST,INDIANAPOLIS,IN,46222,39.787953,-86.217171,1,range_interpolation,3435,W 16th St,Indianapolis,IN,Marion County,46222,US
3025 16TH ST,INDIANAPOLIS,IN,46222,39.787746,-86.209313,1,range_interpolation,3025,W 16th St,Indianapolis,IN,Marion County,46222,US
2724 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.76552,-86.205552,1,range_interpolation,2724,Washington St,Indianapolis,IN,Marion County,46222,US
2401 WASHINGTON ST,INDIANAPOLIS,IN,46222,39.765913,-86.201706,1,range_interpolation,2401,Washington St,Indianapolis,IN,Marion County,46222,US
2975 CENTENNIAL ST,INDIANAPOLIS,IN,46222,39.809142,-86.212285,1,range_interpolation,2975,N Centennial St,Indianapolis,IN,Marion County,46222,US
3731 GUION RD,INDIANAPOLIS,IN,46222,39.823566,-86.220935,1,range_interpolation,3731,Guion Rd,Indianapolis,IN,Marion County,46222,US
3400 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.816902,-86.227803,1,range_interpolation,3400,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3540 COMMERCIAL DR,INDIANAPOLIS,IN,46222,39.82379,-86.229926,1,range_interpolation,3540,Commercial Dr,Indianapolis,IN,Marion County,46222,US
3136 16TH ST,INDIANAPOLIS,IN,46222,39.78802,-86.211811,1,range_interpolation,3136,W 16th St,Indianapolis,IN,Marion County,46222,US
2500 LAFAYETTE RD,INDIANAPOLIS,IN,46222,39.802215,-86.212908,1,range_interpolation,2500,Lafayette Rd,Indianapolis,IN,Marion County,46222,US
3337 GEORGETOWN RD,INDIANAPOLIS,IN,46224,39.815579,-86.239799,1,range_interpolation,3337,Georgetown Rd,Indianapolis,IN,Marion County,46224,US
6141 38TH ST,INDIANAPOLIS,IN,46254,39.82339,-86.26848,1,range_interpolation,6141,38th Ct,Indianapolis,IN,Marion County,46254,US
3820 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.825435,-86.145207,1,range_interpolation,3820,College Ave N,Indianapolis,IN,Marion County,46205,US
5167 COLLEGE AVE,INDIANAPOLIS,IN,46205,39.846321,-86.145599,1,range_interpolation,5167,College Ave N,Indianapolis,IN,Marion County,46205,US
9202 MERIDIAN ST,INDIANAPOLIS,IN,46260,39.921278,-86.158068,1,range_interpolation,9202,Meridian Ln,Indianapolis,IN,Marion County,46260,US
8560 30TH ST,INDIANAPOLIS,IN,46219,39.811399,-86.019523,1,range_interpolation,8560,W 30th St,Indianapolis,IN,Marion County,46219,US
9522 30TH ST,INDIANAPOLIS,IN,46229,39.811655,-85.999078,1,range_interpolation,9522,W 30th St,Indianapolis,IN,Marion County,46229,US
5103 WASHINGTON ST,INDIANAPOLIS,IN,46219,39.770021,-86.082982,1,range_interpolation,5103,Washington St,Indianapolis,IN,Marion County,46219,US
412 KITLEY AVE,INDIANAPOLIS,IN,46219,39.763336,-86.054759,0.9,range_interpolation,412,S Kitley Ave,Indianapolis,IN,Marion County,46219,US
5402 BROOKVILLE RD,INDIANAPOLIS,IN,46219,39.76072,-86.076344,1,range_interpolation,5402,Brookville Rd,Indianapolis,IN,Marion County,46219,US
820 POST RD,INDIANAPOLIS,IN,46239,39.758214,-86.009082,1,range_interpolation,820,S Post Rd,Indianapolis,IN,Marion County,46239,US
7822 BROOKVILLE RD,INDIANAPOLIS,IN,46239,39.750741,-86.029697,0.9,range_interpolation,7822,Brookville Rd,Indianapolis,IN,Marion County,46239,US
7375 COMPANY DR,INDIANAPOLIS,IN,46237,39.658283,-86.078942,1,range_interpolation,7375,Company Dr,Indianapolis,IN,Marion County,46237,US
7427 COMPANY DR,INDIANAPOLIS,IN,46237,39.658003,-86.078633,1,range_interpolation,7427,Company Dr,Indianapolis,IN,Marion County,46237,US
4727 SHERMAN DR,INDIANAPOLIS,IN,46237,39.69868,-86.101221,1,range_interpolation,4727,Sherman Cir,Indianapolis,IN,Marion County,46237,US
3565 KEYSTONE AVE,INDIANAPOLIS,IN,46227,39.714066,-86.120509,1,range_interpolation,3565,S Keystone Ave,Indianapolis,IN,Marion County,46227,US
3653 CARSON AVE,INDIANAPOLIS,IN,46227,39.713026,-86.126768,0.9,range_interpolation,3653,Carson Ave,Indianapolis,IN,Marion County,46227,US
2719 TROY AVE,INDIANAPOLIS,IN,46203,39.723053,-86.117022,1,range_interpolation,2719,Troy Ave,Indianapolis,IN,Marion County,46203,US
5703 EAST ST,INDIANAPOLIS,IN,46227,39.678945,-86.130154,0.33,place,,,Indianapolis,IN,Marion County,46227,US
5835 MADISON AVE,INDIANAPOLIS,IN,46227,39.681317,-86.132531,1,range_interpolation,5835,Madison Ave,Indianapolis,IN,Marion County,46227,US
4402 CREEK VIEW DR,INDIANAPOLIS,IN,46237,39.666327,-86.093564,1,range_interpolation,4402,Creek View Dr,Indianapolis,IN,Marion County,46237,US
8935 US 31 INDIANAPOLIS,IN,46227,39.637657,-86.12825,1,range_interpolation,8935,Us Hwy 31,Indianapolis,IN,Marion County,46227,US
8823 MADISON AVE,INDIANAPOLIS,IN,46227,39.638101,-86.117936,1,range_interpolation,8823,Madison Ave,Indianapolis,IN,Marion County,46227,US
7110 MADISON AVE,INDIANAPOLIS,IN,46227,39.663782,-86.126817,1,range_interpolation,7110,Madison Ave,Indianapolis,IN,Marion County,46227,US
25 BIXLER RD,INDIANAPOLIS,IN,46227,39.6969,-86.158024,1,range_interpolation,25,Bixler Rd,Indianapolis,IN,Marion County,46227,US
201 EPLER AVE,INDIANAPOLIS,IN,46227,39.686137,-86.15365,1,range_interpolation,201,Epler Ave,Indianapolis,IN,Marion County,46227,US
2515 HOLT RD,INDIANAPOLIS,IN,46241,39.729447,-86.22506,1,range_interpolation,2515,N Holt Rd,Indianapolis,IN,Marion County,46241,US
3401 KELLY ST,INDIANAPOLIS,IN,46241,39.734204,-86.215887,1,range_interpolation,3401,Kelly St,Indianapolis,IN,Marion County,46241,US
3331 ARBOR ST,INDIANAPOLIS,IN,46217,39.717876,-86.183238,1,range_interpolation,3331,Arbor Ave,Indianapolis,IN,Marion County,46217,US
3114 MADISON AVE,INDIANAPOLIS,IN,46227,39.720428,-86.149339,1,range_interpolation,3114,Madison Ave,Indianapolis,IN,Marion County,46227,US
650 MURRY ST,INDIANAPOLIS,IN,46227,39.718371,-86.14745,1,range_interpolation,650,Murry St,Indianapolis,IN,Marion County,46227,US
1231 TROY AVE,INDIANAPOLIS,IN,46225,39.721896,-86.183664,1,range_interpolation,1231,Troy Ave,Indianapolis,IN,Marion County,46225,US
3805 EAST ST,INDIANAPOLIS,IN,46227,39.678945,-86.130154,0.33,place,,,Indianapolis,IN,Marion County,46227,US
1012 SUMNER AVE,INDIANAPOLIS,IN,46227,39.715523,-86.142228,1,range_interpolation,1012,E Sumner Ave,Indianapolis,IN,Marion County,46227,US
4605 HARDING ST,INDIANAPOLIS,IN,46217,39.698615,-86.186677,0.9,range_interpolation,4605,S Harding St,Indianapolis,IN,Marion County,46217,US
1220 NELSON AVE,INDIANAPOLIS,IN,46203,39.72863,-86.137055,1,range_interpolation,1220,Nelson Ave,Indianapolis,IN,Marion County,46203,US
1020 TROY AVE,INDIANAPOLIS,IN,46225,39.722327,-86.178188,1,range_interpolation,1020,Troy Ave,Indianapolis,IN,Marion County,46225,US
2845 SHELBY ST,INDIANAPOLIS,IN,46203,39.725653,-86.139426,1,range_interpolation,2845,Shelby St,Indianapolis,IN,Marion County,46203,US
1018 TROY AVE,INDIANAPOLIS,IN,46203,39.722844,-86.141736,0.9,range_interpolation,1018,E Troy Ave,Indianapolis,IN,Marion County,46203,US
1035 POST RD,INDIANAPOLIS,IN,46219,39.782456,-86.00921,1,range_interpolation,1035,S Post Rd,Indianapolis,IN,Marion County,46219,US
1551 POST RD,INDIANAPOLIS,IN,46219,39.78904,-86.009163,1,range_interpolation,1551,S Post Rd,Indianapolis,IN,Marion County,46219,US
1505 POST RD,INDIANAPOLIS,IN,46219,39.788719,-86.009159,1,range_interpolation,1505,S Post Rd,Indianapolis,IN,Marion County,46219,US
8850 21ST ST,INDIANAPOLIS,IN,46219,39.796819,-86.012526,1,range_interpolation,8850,W 21st St,Indianapolis,IN,Marion County,46219,US
3180 KENWOOD AVE,INDIANAPOLIS,IN,46208,39.813418,-86.160434,1,range_interpolation,3180,S Kenwood Ave,Indianapolis,IN,Marion County,46208,US
3140 ILLINOIS ST,INDIANAPOLIS,IN,46208,39.812689,-86.159232,1,range_interpolation,3140,S Illinois St,Indianapolis,IN,Marion County,46208,US
4209 62ND ST,INDIANAPOLIS,IN,46220,39.868487,-86.097372,1,range_interpolation,4209,E 62nd St,Indianapolis,IN,Marion County,46220,US
3901 WASHINGTON ST,INDIANAPOLIS,IN,46201,39.769174,-86.099749,1,range_interpolation,3901,Washington St,Indianapolis,IN,Marion County,46201,US
101 PARKER AVE,INDIANAPOLIS,IN,46201,39.767592,-86.113676,1,range_interpolation,101,S Parker Ave,Indianapolis,IN,Marion County,46201,US
8013 WASHINGTON ST,INDIANAPOLIS,IN,46231,39.736687,-86.301615,1,range_interpolation,8013,Washington St,Indianapolis,IN,Marion County,46231,US
5020 62ND ST,INDIANAPOLIS,IN,46220,39.868823,-86.08508,1,range_interpolation,5020,E 62nd St,Indianapolis,IN,Marion County,46220,US
3741 SHADELAND AVE,INDIANAPOLIS,IN,46226,39.824707,-86.045719,0.9,range_interpolation,3741,N Shadeland Ave,Indianapolis,IN,Marion County,46226,US
6327 FERGUSON ST,INDIANAPOLIS,IN,46220,39.87181,-86.144027,0.8,range_interpolation,6327,Ferguson St,Indianapolis,IN,Marion County,46220,US
6235 GUILFORD AVE,INDIANAPOLIS,IN,46220,39.86883,-86.142993,1,range_interpolation,6235,Guilford Ave,Indianapolis,IN,Marion County,46220,US
810 BROAD RIPPLE AVE,INDIANAPOLIS,IN,46220,39.869845,-86.144632,1,range_interpolation,810,Broad Ripple Ave,Indianapolis,IN,Marion County,46220,US
4609 CAPITOL AVE,INDIANAPOLIS,IN,46208,39.839565,-86.161564,1,range_interpolation,4609,S Capitol Ave,Indianapolis,IN,Marion County,46208,US
